content,content_clean,score,label,content_length,content_clean_length
Hope beginners have 4 builders..2 are permanent and the other 2 is is limited..let's say 2 weeks...for a faster development..thanx,hope beginn builder perman limitedlet say weeksfor faster developmentthanx,1,Positive,20,9
Amazing,amaz,0,Neutral,1,1
Too much connection issue in between the attack. Please fix this,much connect issu attack pleas fix,0,Neutral,11,6
"I love this game, you really need your brain on how to attack 🤣",love game realli need brain attack,7,Positive,14,6
Good,good,5,Positive,1,1
Very good,good,5,Positive,2,1
Updated pls more,updat pl,0,Neutral,3,2
Good,good,5,Positive,1,1
"My favourite game ever.i was playing a lot of games,but now all games boring me.but this games I cannot forget.",favourit game everi play lot gamesbut game bore mebut game forget,1,Positive,20,11
Good game,good game,7,Positive,2,2
I collect forge item get potion builder base but when it full some reason game said i can't collect.....fix the bug,collect forg item get potion builder base full reason game said cant collectfix bug,-2,Negative,21,14
"Searching opponent is too long,why?",search oppon longwhi,0,Neutral,5,3
excellent,excel,0,Neutral,1,1
Often,often,0,Neutral,1,1
Good game,good game,7,Positive,2,2
"Every thing is okay , but in it becomes so larger in size because of the caches! Please fix it , cause it impacts on the performance of low-end devices.",everi thing okay becom larger size cach pleas fix caus impact perform lowend devic,5,Positive,30,14
Good to play but all are tiny,good play tini,5,Positive,7,3
Still best game for me in 2024,still best game,2,Positive,7,3
Good 💯,good,5,Positive,2,1
"Love this game, I always come back",love game alway come back,7,Positive,7,5
Army ready problem 😐😒,armi readi problem,-4,Negative,4,3
good,good,5,Positive,1,1
Nothing about to say What a wonderful game,noth say wonder game,3,Positive,8,4
My best game in past,best game past,2,Positive,5,3
Good game,good game,7,Positive,2,2
"No help at all if your account has been hacked. Tried the process they tell you to follow and got no where, supercell are no help at all so only play if you don't mind losing your account and not being able to get it back. Must be 12+ years I've played this game and this is how they treat loyal players. Lost hundreds of £ which I have put into the game.",help account hack tri process tell follow got supercel help play dont mind lose account abl get back must year ive play game treat loyal player lost hundr put game,-2,Negative,73,30
Very nice game 👏👏👏👏👏👏👏👏👏👏👏👏👏👏,nice game,6,Positive,4,2
Worst,worst,0,Neutral,1,1
This app is really good but is good😂🤍,app realli good good,10,Positive,8,4
Fantastic game,fantast game,2,Positive,2,2
This game is very good but I can't purchase anything it always say transaction is pending 😔,game good cant purchas anyth alway say transact pend,8,Positive,17,9
it's quite interesting to play,quit interest play,0,Neutral,5,3
Great game!,great game,5,Positive,2,2
Best game ever,best game ever,2,Positive,3,3
Woww,woww,0,Neutral,1,1
I like this game,like game,2,Positive,4,2
Every useful app,everi use app,0,Neutral,3,3
Dragon is the lazy strategy and make it boring,dragon lazi strategi make bore,0,Neutral,9,5
Kinda cool,kinda cool,2,Positive,2,2
Best game ever,best game ever,2,Positive,3,3
Wow just wow,wow wow,0,Neutral,3,2
Good fame.,good fame,5,Positive,2,2
Super fun game 100% must play,super fun game must play,5,Positive,6,5
Game good detail good and all rest good,game good detail good rest good,19,Positive,8,6
My type of Game...,type game,2,Positive,4,2
Sahan,sahan,0,Neutral,1,1
Veryyyyyyyyyyyyyy ultra pro Max game,veryyyyyyyyyyyyyy ultra pro max game,2,Positive,5,5
very stratergic game,straterg game,2,Positive,3,2
Good game,good game,7,Positive,2,2
Nice,nice,4,Positive,1,1
Patience is required in this game,patienc requir game,2,Positive,6,3
My pleaser,pleaser,0,Neutral,2,1
Nice entertainment. Awesome,nice entertain awesom,4,Positive,3,3
This game is very good You can play it in free time I will rate this game 9/10 my opinion is to play this game,game good play free time rate game opinion play game,14,Positive,25,10
Very very very very much I will let her go very very much I will let her go lyrics meaning girl Kagura I'm Low I'm Not I'm Low Budget I'm Not I'm Low I'm Not Sure I'm Low Budget I'm Not I'm Not Sure Par I can do it tomorrow and send it to you and your mom are the best thank God I will be there in a few min late for you to get home and send you to get out and get home I need to get out of her house so I can do it at home and send me the information I will be home I can do that I'm Not I need to g,much let go much let go lyric mean girl kagura im low im im low budget im im low im sure im low budget im im sure par tomorrow send mom best thank god min late get home send get get home need get hous home send inform home im need g,4,Positive,120,52
"It is a good strategy game. New features or updates does not give frustrations but they make the game more challenging and fun. But just a suggestion, please allow to use the base for challenge after it has been modified because that's my only purpose in using that challenge button to test the base layout. Just make the ""copy layout"" unclickable for the bases of the opponent clan during war. Hope you consider.",good strategi game new featur updat give frustrat make game challeng fun suggest pleas allow use base challeng modifi that purpos use challeng button test base layout make copi layout unclick base oppon clan war hope consid,9,Positive,73,37
What a game made by you I usually play this game daily for 1-2 hours,game made usual play game daili hour,4,Positive,15,7
Awesome,awesom,0,Neutral,1,1
Perfect,perfect,0,Neutral,1,1
best entertaining game I ever found! You're great COC!🔥,best entertain game ever found your great coc,5,Positive,9,8
Great game,great game,5,Positive,2,2
Starry ore nahi mil raha he,starri ore nahi mil raha,-3,Negative,6,5
Grind but ok,grind ok,4,Positive,3,2
I love this game,love game,7,Positive,4,2
It is the goat,goat,0,Neutral,4,1
Best game aver,best game aver,2,Positive,3,3
Best game ever,best game ever,2,Positive,3,3
Good game I like these game,good game like game,9,Positive,6,4
Reload,reload,0,Neutral,1,1
Great lost my account and their support is automated system can't understand anything,great lost account support autom system cant understand anyth,4,Positive,13,9
Best game ever,best game ever,2,Positive,3,3
nice,nice,4,Positive,1,1
Good game,good game,7,Positive,2,2
I LOVE COC MY FAVOURITE GAME,love coc favourit game,7,Positive,6,4
Old is Gold,old gold,0,Neutral,3,2
Good,good,5,Positive,1,1
This is perfect build and fight game . This game in my top 10 list.,perfect build fight game game top list,9,Positive,15,7
Good,good,5,Positive,1,1
good game,good game,7,Positive,2,2
Very Good Game.,good game,7,Positive,3,2
Because it is inappropriate for minors,inappropri minor,0,Neutral,6,2
I like the game,like game,2,Positive,4,2
Noi e,noi e,0,Neutral,2,2
Good game for veteran and beginner player's to play with friends and Squadmates.,good game veteran beginn player play friend squadmat,7,Positive,13,8
Nice,nice,4,Positive,1,1
It's good,good,5,Positive,2,1
It's a very Good game . And grafix is omg .. attack' my Island ...,good game grafix omg attack island,7,Positive,15,6
"It would be nice to have your army able to attack the townhall building rather than every other building. Wow amazing how the townhall is the last thing to be attacked on the battlefield. It should be the primary target on all battlefields then any targets after that. This is a war game right, we're you have strategies on how to attack targets! Basic military warfare.",would nice armi abl attack townhal build rather everi build wow amaz townhal last thing attack battlefield primari target battlefield target war game right strategi attack target basic militari warfar,6,Positive,66,30
Sukoon mill gaya 😌🫠🫡🤫,sukoon mill gaya,0,Neutral,4,3
Good game,good game,7,Positive,2,2
Amazing,amaz,0,Neutral,1,1
Op,op,0,Neutral,1,1
It's so Fun to play,fun play,0,Neutral,5,2
Not bad,bad,-4,Negative,2,1
Very-very nice. Never lose it's charm through the years.,veryveri nice never lose charm year,4,Positive,9,6
Love it played since the beginning,love play sinc begin,5,Positive,6,4
maganda siya!!!,maganda siya,0,Neutral,2,2
super ❤️,super,3,Positive,2,1
Nice,nice,4,Positive,1,1
Super game,super game,5,Positive,2,2
Best of games,best game,2,Positive,3,2
Super entertainment 😜,super entertain,3,Positive,3,2
"This game is best game I ever played, and it is a mind and strategy game 😃😁",game best game ever play mind strategi game,6,Positive,17,8
This game is awesome,game awesom,2,Positive,4,2
"Nice game, for me as a casual player",nice game casual player,6,Positive,8,4
Nice game 🤩I play whole night that game is better than other game that found in play store my wish is that this game never baned from play store and that graphics are so good thank you for developers💖,nice game play whole night game better game found play store wish game never bane play store graphic good thank develop,23,Positive,39,21
Good game,good game,7,Positive,2,2
Fun,fun,0,Neutral,1,1
Reconnect to battle feature pls. Hate when got disconnected in a war or league.,reconnect battl featur pl hate got disconnect war leagu,-8,Negative,14,9
Op,op,0,Neutral,1,1
Nothing to say 😙😙🥰🥰😁😁😁,noth say,1,Positive,4,2
Show buffering,show buffer,2,Positive,2,2
Very good experience,good experi,5,Positive,3,2
Very nice game,nice game,6,Positive,3,2
My favourite 😍 game,favourit game,2,Positive,4,2
okay lang goods,okay lang good,9,Positive,3,3
This is a very good game i really like to play this game,good game realli like play game,9,Positive,13,6
I love this game .,love game,7,Positive,5,2
Good game,good game,7,Positive,2,2
A legendary game,legendari game,2,Positive,3,2
Good game,good game,7,Positive,2,2
It's cool,cool,2,Positive,2,1
VERY GOOD GAME,good game,7,Positive,3,2
Good game,good game,7,Positive,2,2
